"","top_hit","gene_id","length.x","evalue","bitscore","simMean","uniprotkb_entry","status","protein_names","gene_names","organism","kegg","GO.ID","GO_terms"
"3857","CAE7944664.1","TRINITY_DN38809_c0_g2_i1",695,2e-105,394.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3858","CAE7944715.1","TRINITY_DN37568_c0_g1_i1",706,0,1348.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3859","CAE7944719.1","TRINITY_DN42694_c1_g1_i1",269,5.4e-131,478,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3860","CAE7944722.1","TRINITY_DN54081_c0_g1_i1",414,6.3e-207,731.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3861","CAE7944742.1","TRINITY_DN21291_c0_g1_i1",111,9.3e-53,216.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3862","CAE7944792.1","TRINITY_DN21078_c0_g2_i1",127,4.8e-29,138.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3863","CAE7944838.1","TRINITY_DN30789_c0_g1_i1",199,2.7e-85,325.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3864","CAE7944851.1","TRINITY_DN60831_c0_g1_i1",171,1.4e-70,277.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3865","CAE7944892.1","TRINITY_DN63647_c0_g1_i1",416,1.7e-188,669.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3866","CAE7944968.1","TRINITY_DN68911_c0_g1_i1",461,3e-254,888.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3867","CAE7944979.1","TRINITY_DN36418_c0_g2_i1",1075,0,2046.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3868","CAE7945028.1","TRINITY_DN70172_c0_g1_i1",508,3.2e-287,998,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3869","CAE7945043.1","TRINITY_DN53483_c0_g1_i1",232,4.1e-129,471.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3870","CAE7945093.1","TRINITY_DN33832_c0_g1_i1",153,4.1e-75,293.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3871","CAE7945144.1","TRINITY_DN65107_c0_g1_i1",513,2.4e-203,719.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3872","CAE7945165.1","TRINITY_DN54039_c0_g1_i1",800,0,1647.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3873","CAE7945283.1","TRINITY_DN70993_c0_g1_i1",311,5.6e-173,617.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3874","CAE7945285.1","TRINITY_DN44861_c0_g1_i1",80,1.4e-18,104,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3875","CAE7945293.1","TRINITY_DN11886_c0_g3_i1",897,0,1696.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3876","CAE7945324.1","TRINITY_DN47252_c0_g1_i1",108,5.4e-41,178.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3877","CAE7945331.1","TRINITY_DN18465_c0_g1_i1",701,0,1396.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3878","CAE7945341.1","TRINITY_DN59198_c0_g1_i1",505,4.8e-280,974.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3879","CAE7945386.1","TRINITY_DN64732_c0_g1_i1",706,0,1434.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3880","CAE7945422.1","TRINITY_DN26663_c0_g1_i2",731,0,1442.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3881","CAE7945466.1","TRINITY_DN25394_c0_g1_i2",355,1.3e-183,653.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3882","CAE7945496.1","TRINITY_DN16829_c0_g1_i1",353,2.5e-193,685.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3883","CAE7945676.1","TRINITY_DN28797_c0_g1_i1",549,5.5e-306,1073.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3884","CAE7945789.1","TRINITY_DN49023_c0_g1_i1",435,6.2e-250,874,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3885","CAE7945824.1","TRINITY_DN46869_c0_g1_i1",163,2.3e-81,313.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3886","CAE7945846.1","TRINITY_DN36594_c0_g5_i1",126,2.5e-63,252.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3887","CAE7945867.1","TRINITY_DN18058_c0_g5_i1",94,3.9e-39,172.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3888","CAE7945892.1","TRINITY_DN26643_c0_g1_i1",244,6.3e-130,474.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3889","CAE7945892.1","TRINITY_DN59532_c0_g1_i1",415,2.5e-215,758.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3890","CAE7945995.1","TRINITY_DN69254_c0_g1_i1",401,2.7e-222,781.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3891","CAE7946009.1","TRINITY_DN72576_c0_g1_i1",633,4.2e-246,861.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3892","CAE7946030.1","TRINITY_DN54129_c0_g1_i1",551,1.5e-239,839.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3893","CAE7946060.1","TRINITY_DN36141_c0_g1_i1",106,6.7e-50,207.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3894","CAE7946115.1","TRINITY_DN34795_c0_g1_i1",196,2.3e-107,399.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3895","CAE7946116.1","TRINITY_DN38385_c0_g1_i1",331,1.2e-183,653.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3896","CAE7946151.1","TRINITY_DN25595_c0_g1_i1",355,2.9e-193,685.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3897","CAE7946154.1","TRINITY_DN12805_c0_g1_i1",274,3.7e-141,511.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3898","CAE7946205.1","TRINITY_DN12439_c0_g2_i1",1450,0,2640.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3899","CAE7946286.1","TRINITY_DN61598_c0_g1_i1",627,0,1255.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3900","CAE7946333.1","TRINITY_DN69233_c0_g1_i1",540,9.2e-288,1000,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3901","CAE7946350.1","TRINITY_DN46955_c0_g1_i1",300,5.8e-180,641,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3902","CAE7946356.1","TRINITY_DN46920_c0_g1_i1",270,2.4e-154,555.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3903","CAE7946386.1","TRINITY_DN65634_c0_g1_i1",900,0,1083.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3904","CAE7946429.1","TRINITY_DN52761_c0_g1_i1",167,1.1e-83,320.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3905","CAE7946432.1","TRINITY_DN56293_c0_g1_i1",633,0,1298.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3906","CAE7946457.1","TRINITY_DN44013_c0_g1_i1",59,8.6e-09,70.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3907","CAE7946518.1","TRINITY_DN60720_c0_g1_i1",214,8.4e-113,418.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3908","CAE7946591.1","TRINITY_DN59343_c0_g1_i1",265,3.5e-144,522.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3909","CAE7946595.1","TRINITY_DN42314_c0_g1_i1",152,7e-54,221.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3910","CAE7946634.1","TRINITY_DN57010_c0_g1_i1",127,7.8e-69,270.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3911","CAE7946698.1","TRINITY_DN39834_c0_g1_i1",121,4.1e-70,274.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3912","CAE7946761.1","TRINITY_DN51019_c0_g1_i1",137,7.9e-74,287.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3913","CAE7946812.1","TRINITY_DN54622_c0_g1_i1",639,0,1234.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3914","CAE7946826.1","TRINITY_DN61477_c0_g1_i1",482,8.3e-274,953.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3915","CAE7946874.1","TRINITY_DN58946_c0_g1_i1",407,4.9e-226,794.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3916","CAE7946876.1","TRINITY_DN61901_c0_g1_i1",324,2.6e-159,572.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3917","CAE7947018.1","TRINITY_DN56250_c0_g1_i1",178,1.8e-79,307,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3918","CAE7947026.1","TRINITY_DN33551_c0_g2_i1",300,6e-172,614.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3919","CAE7947026.1","TRINITY_DN46687_c0_g1_i1",666,0,1408.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3920","CAE7947030.1","TRINITY_DN73848_c0_g1_i1",394,6.6e-219,770.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3921","CAE7947075.1","TRINITY_DN45675_c0_g1_i1",391,1.1e-219,773.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3922","CAE7947201.1","TRINITY_DN51621_c0_g1_i1",550,1.6e-252,882.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3923","CAE7947203.1","TRINITY_DN59267_c0_g1_i1",1065,0,2161.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3924","CAE7947203.1","TRINITY_DN65877_c0_g1_i1",975,0,1874,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3925","CAE7947209.1","TRINITY_DN14151_c0_g1_i2",307,1.4e-176,630.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3926","CAE7947244.1","TRINITY_DN23080_c0_g1_i2",385,1.7e-216,763.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3927","CAE7947250.1","TRINITY_DN50924_c0_g1_i1",844,0,1110.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3928","CAE7947263.1","TRINITY_DN32977_c0_g1_i1",100,9.7e-31,144.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3929","CAE7947288.1","TRINITY_DN60444_c0_g1_i1",254,1.8e-113,419.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3930","CAE7947296.1","TRINITY_DN57308_c0_g1_i1",252,2.8e-133,485.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3931","CAE7947398.1","TRINITY_DN11287_c0_g1_i1",188,1.7e-98,369.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3932","CAE7947428.1","TRINITY_DN66994_c0_g1_i1",235,1.2e-121,447.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3933","CAE7947439.1","TRINITY_DN14306_c0_g1_i1",98,2.5e-48,202.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3934","CAE7947476.1","TRINITY_DN43581_c0_g2_i1",404,1.7e-175,627.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3935","CAE7947512.1","TRINITY_DN25277_c0_g1_i2",444,7.2e-116,428.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3936","CAE7947532.1","TRINITY_DN36287_c0_g1_i1",399,1.1e-225,793.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3937","CAE7947535.1","TRINITY_DN51299_c0_g1_i1",612,0,1239.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3938","CAE7947705.1","TRINITY_DN45782_c0_g1_i1",669,0,1177.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3939","CAE7947716.1","TRINITY_DN42131_c0_g1_i2",237,2.5e-126,462.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3940","CAE7947732.1","TRINITY_DN25698_c0_g1_i1",817,0,1678.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3941","CAE7947764.1","TRINITY_DN16079_c0_g1_i2",455,4.1e-263,917.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3942","CAE7947923.1","TRINITY_DN56338_c0_g1_i1",240,4.9e-133,485,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3943","CAE7947969.1","TRINITY_DN26292_c0_g1_i1",565,2e-135,493.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3944","CAE7947987.1","TRINITY_DN54431_c0_g1_i1",409,1.6e-219,773.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3945","CAE7947999.1","TRINITY_DN20295_c0_g1_i3",735,1.4e-281,979.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3946","CAE7947999.1","TRINITY_DN60659_c0_g1_i1",363,6.4e-204,721.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3947","CAE7948010.1","TRINITY_DN40389_c0_g1_i1",2055,0,3976.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3948","CAE7948026.1","TRINITY_DN49398_c0_g1_i1",876,0,1799.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3949","CAE7948068.1","TRINITY_DN25347_c0_g1_i1",402,6.7e-235,824.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3950","CAE7948071.1","TRINITY_DN54804_c0_g1_i1",396,1.4e-237,832.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3951","CAE7948123.1","TRINITY_DN11112_c0_g1_i1",431,1.2e-261,912.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3952","CAE7948128.1","TRINITY_DN59614_c0_g1_i1",793,0,1479.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3953","CAE7948132.1","TRINITY_DN67930_c0_g1_i1",311,4.4e-133,485.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3954","CAE7948142.1","TRINITY_DN11312_c0_g2_i1",293,5.5e-161,578.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3955","CAE7948217.1","TRINITY_DN55346_c0_g1_i1",310,1.2e-161,580.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3956","CAE7948234.1","TRINITY_DN53913_c0_g1_i1",768,0,1532.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3957","CAE7948248.1","TRINITY_DN73850_c0_g1_i1",187,5.1e-94,354.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3958","CAE7948280.1","TRINITY_DN62939_c0_g1_i1",295,9.8e-161,577,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3959","CAE7948303.1","TRINITY_DN67022_c0_g1_i1",156,2.2e-84,322.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3960","CAE7948377.1","TRINITY_DN57737_c0_g1_i1",103,1.1e-50,210.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3961","CAE7948665.1","TRINITY_DN33628_c0_g1_i1",1076,0,2148.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3962","CAE7948768.1","TRINITY_DN59456_c0_g1_i1",268,1.7e-148,536.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3963","CAE7948837.1","TRINITY_DN18090_c0_g1_i1",119,1.2e-39,173.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3964","CAE7948883.1","TRINITY_DN23794_c0_g1_i2",311,6e-179,637.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3965","CAE7948884.1","TRINITY_DN61917_c0_g1_i1",325,2.9e-183,652.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3966","CAE7948897.1","TRINITY_DN49107_c0_g1_i1",375,8.4e-221,776.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3967","CAE7948911.1","TRINITY_DN74009_c0_g1_i1",233,4.7e-113,419.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3968","CAE7948916.1","TRINITY_DN51391_c0_g1_i1",245,1.5e-131,479.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3969","CAE7948916.1","TRINITY_DN65402_c0_g1_i1",763,0,1453.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3970","CAE7949005.1","TRINITY_DN32336_c0_g2_i1",419,2e-228,803.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3971","CAE7949061.1","TRINITY_DN60304_c0_g1_i1",932,0,1110.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3972","CAE7949212.1","TRINITY_DN48630_c0_g1_i1",419,6.2e-237,830.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3973","CAE7949415.1","TRINITY_DN70350_c0_g1_i1",488,5.6e-281,977.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3974","CAE7949475.1","TRINITY_DN54748_c0_g1_i1",922,0,1798.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3975","CAE7949487.1","TRINITY_DN71641_c0_g1_i1",33,2.9e-09,72.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3976","CAE7949503.1","TRINITY_DN55182_c0_g1_i1",354,4.7e-200,708,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3977","CAE7949520.1","TRINITY_DN68079_c0_g1_i1",367,2.5e-204,722.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3978","CAE7949697.1","TRINITY_DN57824_c0_g1_i1",150,1.8e-76,296.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3979","CAE7949747.1","TRINITY_DN67034_c0_g1_i1",329,5.3e-182,647.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3980","CAE7949757.1","TRINITY_DN46269_c0_g1_i1",540,0,1085.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3981","CAE7949774.1","TRINITY_DN44212_c0_g1_i1",123,1.1e-59,240,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3982","CAE7949848.1","TRINITY_DN13170_c0_g1_i3",234,7.5e-101,378.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3983","CAE7949859.1","TRINITY_DN61476_c0_g1_i1",262,5.8e-142,515,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3984","CAE7949872.1","TRINITY_DN61758_c0_g1_i1",439,9.9e-213,750.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3985","CAE7949900.1","TRINITY_DN67986_c0_g1_i1",95,1.3e-39,173.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3986","CAE7950020.1","TRINITY_DN71169_c0_g1_i1",869,0,1687.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3987","CAE7950032.1","TRINITY_DN49602_c0_g1_i1",141,9.2e-62,248.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3988","CAE8581130.1","TRINITY_DN45570_c0_g2_i1",147,2.5e-06,63.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3989","CAE8581469.1","TRINITY_DN53227_c0_g1_i1",576,1.9e-197,699.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3990","CAE8582150.1","TRINITY_DN55895_c0_g1_i1",104,4.2e-25,125.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3991","CAE8582727.1","TRINITY_DN46054_c0_g1_i1",389,1e-133,488,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3992","CAE8583151.1","TRINITY_DN61777_c0_g1_i1",535,9e-192,681,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3993","CAE8583282.1","TRINITY_DN59499_c0_g1_i1",1299,9e-266,927.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3994","CAE8584258.1","TRINITY_DN64920_c0_g1_i1",593,1.6e-269,939.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3995","CAE8585112.1","TRINITY_DN63001_c0_g1_i1",267,1.3e-67,267.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3996","CAE8585572.1","TRINITY_DN53840_c0_g1_i1",1227,0,1822,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3997","CAE8585863.1","TRINITY_DN63383_c0_g1_i1",458,2.2e-242,849,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3998","CAE8585865.1","TRINITY_DN47255_c0_g1_i1",154,2e-56,229.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"3999","CAE8586368.1","TRINITY_DN71025_c0_g1_i1",729,1.4e-236,830.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4000","CAE8588480.1","TRINITY_DN23938_c0_g5_i1",75,2.7e-24,122.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4001","CAE8589282.1","TRINITY_DN55525_c0_g1_i1",782,1.8e-291,1012.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4002","CAE8589410.1","TRINITY_DN66223_c0_g1_i1",471,3.6e-189,672.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4003","CAE8592446.1","TRINITY_DN63639_c0_g1_i1",131,1.7e-18,103.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4004","CAE8593252.1","TRINITY_DN61503_c0_g1_i1",139,7.8e-10,74.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4005","CAE8594557.1","TRINITY_DN57401_c0_g1_i1",68,2.8e-13,85.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4006","CAE8595544.1","TRINITY_DN74488_c0_g1_i1",81,8.9e-19,104,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4007","CAE8595606.1","TRINITY_DN37679_c0_g2_i1",207,7.4e-92,347.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4008","CAE8596328.1","TRINITY_DN19488_c0_g1_i1",197,8.1e-83,317.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4009","CAE8596464.1","TRINITY_DN66078_c0_g1_i1",670,2.1e-282,982.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4010","CAE8598351.1","TRINITY_DN19310_c0_g1_i1",110,6.4e-24,121.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4011","CAE8599116.1","TRINITY_DN20110_c0_g1_i1",69,1.2e-25,126.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4012","CAE8599116.1","TRINITY_DN49069_c0_g1_i1",69,3.6e-25,125.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4013","CAE8599116.1","TRINITY_DN61547_c0_g1_i1",69,5.2e-25,124.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4014","CAE8599197.1","TRINITY_DN24806_c0_g1_i1",948,0,1470.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4015","CAE8600209.1","TRINITY_DN54027_c0_g1_i1",291,4.8e-87,332.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4016","CAE8600224.1","TRINITY_DN34541_c0_g2_i1",347,1.6e-129,473.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4017","CAE8603048.1","TRINITY_DN15621_c0_g1_i2",257,5.1e-52,216.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4018","CAE8603170.1","TRINITY_DN17259_c0_g1_i1",265,5.1e-67,265.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4019","CAE8606908.1","TRINITY_DN34801_c0_g1_i1",237,6.1e-69,272.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4020","CAE8607944.1","TRINITY_DN19657_c0_g1_i1",197,1.6e-87,333.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4021","CAE8609469.1","TRINITY_DN46154_c0_g1_i1",329,1.5e-120,443.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4022","CAE8610040.1","TRINITY_DN73893_c0_g1_i1",98,1.9e-34,156.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4023","CAE8610197.1","TRINITY_DN66969_c0_g1_i1",276,2.8e-90,343.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4024","CAE8610646.1","TRINITY_DN74054_c0_g1_i1",316,2.1e-140,510,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4025","CAE8610661.1","TRINITY_DN67198_c0_g1_i1",274,4.9e-106,395.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4026","CAE8611731.1","TRINITY_DN11849_c0_g1_i2",560,7.9e-240,841.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4027","CAE8611810.1","TRINITY_DN52988_c0_g1_i1",61,2.9e-08,69.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4028","CAE8612219.1","TRINITY_DN64855_c0_g1_i1",506,9.8e-245,857.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4029","CAE8612568.1","TRINITY_DN36816_c0_g2_i1",149,2.8e-61,246.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"4030","CAE8612986.1","TRINITY_DN55757_c0_g1_i1",109,2.2e-24,124.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
