"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","genes"
"187","signaling","GO:0023052","GO:0060084",0.000823093280072849,0.99999351527729,2,4,"synaptic transmission involved in micturition","BP",1,"Pver_g8055, Pver_g12511, Pver_g12512, Pver_g17736"
"188","signaling","GO:0023052","GO:0070093",0.0116466054124757,1,1,1,"negative regulation of glucagon secretion","BP",1,"Pver_g15943"
"189","signaling","GO:0023052","GO:0106070",0.012138258484023,1,1,1,"regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP",1,"Pver_g7570"
"190","signaling","GO:0023052","GO:0110094",0.035410618797926,0.999576960101443,1,3,"polyphosphate-mediated signaling","BP",1,"Pver_g752, Pver_g5785, Pver_g7570"
"191","signaling","GO:0023052","GO:1903669",0.0359762333326238,0.999563224576339,1,3,"positive regulation of chemorepellent activity","BP",1,"Pver_g4687, Pver_g4852, Pver_g7570"
"192","signaling","GO:0023052","GO:1904515",0.0359762333326238,0.999563224576339,1,3,"positive regulation of TORC2 signaling","BP",1,"Pver_g7570, Pver_g8727, Pver_g16052"
"193","signaling","GO:0023052","GO:2000845",0.0354963987523075,0.999574891345486,1,3,"positive regulation of testosterone secretion","BP",1,"Pver_g2987, Pver_g7429, Pver_g15943"
"194","signaling","GO:0023052","GO:2000850",0.0351315427558126,0.999583655105622,1,3,"negative regulation of glucocorticoid secretion","BP",1,"Pver_g2643, Pver_g7747, Pver_g13944"
"195","sulfur compound metabolic process","GO:0006790","GO:0006750",0.00887085752311918,0.999145020707922,3,39,"glutathione biosynthetic process","BP",1,"Pver_g134, Pver_g1081, Pver_g1082, Pver_g1842, Pver_g2049, Pver_g4037, Pver_g4639, Pver_g4640, Pver_g4659, Pver_g4723, Pver_g4726, Pver_g4727, Pver_g4729, Pver_g5812, Pver_g7239, Pver_g10384, Pver_g11421, Pver_g11886, Pver_g12568, Pver_g12570, Pver_g15426, Pver_g17291, Pver_g17295, Pver_g18342, Pver_g18766, Pver_g18767, Pver_g20227, Pver_g22523, Pver_g23070, Pver_g23389, Pver_g23646, Pver_g24115, Pver_g26260, Pver_g26406, Pver_g26630, Pver_g1606, Pver_g2113, Pver_g23754, Pver_g25086"
"196","sulfur compound metabolic process","GO:0006790","GO:0019761",0.0146140705555823,0.999946424017319,1,2,"glucosinolate biosynthetic process","BP",1,"Pver_g18067, Pver_g26687"
"197","sulfur compound metabolic process","GO:0006790","GO:0070221",0.000782427008568201,0.999993992135414,2,4,"sulfide oxidation, using sulfide:quinone oxidoreductase","BP",1,"Pver_g1842, Pver_g2802, Pver_g22974, Pver_g26406"
"198","sulfur compound metabolic process","GO:0006790","GO:0070813",0.000369103622857971,0.999998628037726,2,3,"hydrogen sulfide metabolic process","BP",1,"Pver_g1842, Pver_g26064, Pver_g26406"
"199","transmembrane transport","GO:0055085","GO:0015755",0.00189678192624449,0.99997115479395,2,6,"fructose transmembrane transport","BP",1,"Pver_g10340, Pver_g10341, Pver_g10342, Pver_g10343, Pver_g10344, Pver_g10345"
"200","transmembrane transport","GO:0055085","GO:0034219",0.0283048389092653,0.999730582254961,1,3,"carbohydrate transmembrane transport","BP",1,"Pver_g24160, Pver_g24575, Pver_g10341"
"201","transmembrane transport","GO:0055085","GO:0098662",0.046029313137931,0.991548489763108,3,74,"inorganic cation transmembrane transport","BP",1,"Pver_g82, Pver_g913, Pver_g953, Pver_g1184, Pver_g2294, Pver_g3683, Pver_g3913, Pver_g3915, Pver_g4074, Pver_g5446, Pver_g5946, Pver_g5947, Pver_g5948, Pver_g5949, Pver_g6331, Pver_g6349, Pver_g6437, Pver_g6648, Pver_g6764, Pver_g6795, Pver_g7598, Pver_g8706, Pver_g8743, Pver_g8744, Pver_g9266, Pver_g9377, Pver_g9590, Pver_g10381, Pver_g11090, Pver_g11095, Pver_g11497, Pver_g11942, Pver_g12231, Pver_g12616, Pver_g12751, Pver_g12856, Pver_g12882, Pver_g13600, Pver_g13606, Pver_g13607, Pver_g14311, Pver_g14660, Pver_g14662, Pver_g15069, Pver_g15089, Pver_g15330, Pver_g15334, Pver_g16081, Pver_g16510, Pver_g16518, Pver_g16810, Pver_g16814, Pver_g16815, Pver_g17533, Pver_g17585, Pver_g17672, Pver_g17780, Pver_g18253, Pver_g19903, Pver_g19978, Pver_g20362, Pver_g20548, Pver_g21381, Pver_g21487, Pver_g21569, Pver_g23173, Pver_g23560, Pver_g24031, Pver_g24772, Pver_g24948, Pver_g25108, Pver_g26304, Pver_g26305, Pver_g8432"
"202","transmembrane transport","GO:0055085","GO:1904659",0.00999323112077691,0.999566172056238,2,14,"glucose transmembrane transport","BP",1,"Pver_g2871, Pver_g2872, Pver_g2873, Pver_g5841, Pver_g10340, Pver_g10341, Pver_g10342, Pver_g10343, Pver_g10344, Pver_g10345, Pver_g18506, Pver_g24661, Pver_g25237, Pver_g25954"
"203","transporter activity","GO:0005215","GO:0005222",0.0349666652980894,0.999587585001912,1,3,"intracellular cAMP-activated cation channel activity","MF",1,"Pver_g6610, Pver_g7920, Pver_g23101"
"204","transporter activity","GO:0005215","GO:0005230",0.0164343004176902,0.997066403544541,4,85,"extracellular ligand-gated ion channel activity","MF",1,"Pver_g4262, Pver_g5346, Pver_g7380, Pver_g11856, Pver_g12514, Pver_g12736, Pver_g17737, Pver_g25582, Pver_g481, Pver_g766, Pver_g1143, Pver_g1253, Pver_g1820, Pver_g3846, Pver_g3847, Pver_g3848, Pver_g4261, Pver_g4263, Pver_g4741, Pver_g5759, Pver_g6248, Pver_g6299, Pver_g6386, Pver_g6387, Pver_g6388, Pver_g6534, Pver_g6535, Pver_g7182, Pver_g7332, Pver_g7379, Pver_g7436, Pver_g7487, Pver_g8051, Pver_g8055, Pver_g8104, Pver_g8120, Pver_g8121, Pver_g8893, Pver_g8894, Pver_g8933, Pver_g8935, Pver_g10364, Pver_g10619, Pver_g10620, Pver_g10621, Pver_g10622, Pver_g10623, Pver_g10624, Pver_g11171, Pver_g11298, Pver_g11896, Pver_g12509, Pver_g12511, Pver_g12512, Pver_g12513, Pver_g12517, Pver_g13365, Pver_g13366, Pver_g13370, Pver_g13371, Pver_g13621, Pver_g14815, Pver_g14942, Pver_g16025, Pver_g16239, Pver_g16240, Pver_g16808, Pver_g16853, Pver_g17738, Pver_g17826, Pver_g17827, Pver_g22729, Pver_g22730, Pver_g22731, Pver_g22732, Pver_g25588, Pver_g25790, Pver_g26311, Pver_g26312, Pver_g26313, Pver_novel_model_525_5de57afd, Pver_split_gene_g12735-g12735, Pver_split_gene_g15247-g15247, Pver_g4264, Pver_g6249, Pver_g6250, Pver_g6251, Pver_g11305"
"205","transporter activity","GO:0005215","GO:0005267",0.023442683248056,0.996701791833979,3,60,"potassium channel activity","MF",1,"Pver_g82, Pver_g124, Pver_g1164, Pver_g1404, Pver_g1499, Pver_g1671, Pver_g1854, Pver_g2588, Pver_g3087, Pver_g3913, Pver_g4058, Pver_g4113, Pver_g4115, Pver_g4116, Pver_g4725, Pver_g4842, Pver_g5830, Pver_g5923, Pver_g5947, Pver_g5949, Pver_g6606, Pver_g7598, Pver_g8581, Pver_g11572, Pver_g11573, Pver_g12222, Pver_g13413, Pver_g13414, Pver_g13415, Pver_g15089, Pver_g15330, Pver_g15336, Pver_g16081, Pver_g17070, Pver_g17208, Pver_g17587, Pver_g18253, Pver_g21487, Pver_g23173, Pver_g25158, Pver_g25941, Pver_g25942, Pver_g26250, Pver_g26304, Pver_g26399, Pver_split_gene_g2472-g2472, Pver_g1394, Pver_g4844, Pver_g6963, Pver_g7550, Pver_g9505, Pver_g13073, Pver_g17068, Pver_g18384, Pver_g19183, Pver_g25951, Pver_g25952, Pver_g25953, Pver_g2821, Pver_g4723, Pver_g21036"
"206","transporter activity","GO:0005215","GO:0005353",0.00189678192624449,0.99997115479395,2,6,"fructose transmembrane transporter activity","MF",1,"Pver_g10340, Pver_g10341, Pver_g10342, Pver_g10343, Pver_g10344, Pver_g10345"
"207","transporter activity","GO:0005215","GO:0015574",0.0452638671180801,0.999219852075535,1,4,"trehalose transmembrane transporter activity","MF",1,"Pver_g10340, Pver_g10342, Pver_g10343, Pver_g10345"
"208","transporter activity","GO:0005215","GO:0022836",0.0037997300664103,0.999560669402859,4,57,"gated channel activity","MF",1,"Pver_g82, Pver_g104, Pver_g106, Pver_g393, Pver_g583, Pver_g900, Pver_g901, Pver_g902, Pver_g903, Pver_g904, Pver_g913, Pver_g3663, Pver_g3664, Pver_g3762, Pver_g3913, Pver_g4992, Pver_g5470, Pver_g5899, Pver_g5946, Pver_g5947, Pver_g5949, Pver_g6159, Pver_g6160, Pver_g6161, Pver_g6164, Pver_g6165, Pver_g6168, Pver_g6169, Pver_g6170, Pver_g6171, Pver_g6333, Pver_g6334, Pver_g6335, Pver_g6795, Pver_g7598, Pver_g9266, Pver_g9427, Pver_g11090, Pver_g11260, Pver_g11663, Pver_g11946, Pver_g13585, Pver_g15069, Pver_g15330, Pver_g16518, Pver_g17533, Pver_g18253, Pver_g19903, Pver_g21487, Pver_g21569, Pver_g23196, Pver_g23560, Pver_g24031, Pver_g25941, Pver_g26304, Pver_g26375, Pver_g26581"
"209","transporter activity","GO:0005215","GO:0022848",0.00077458563095867,0.999943455244502,4,37,"acetylcholine-gated cation-selective channel activity","MF",1,"Pver_g6248, Pver_g7332, Pver_g8055, Pver_g8120, Pver_g8893, Pver_g8933, Pver_g8935, Pver_g10364, Pver_g10619, Pver_g10620, Pver_g10623, Pver_g11896, Pver_g12509, Pver_g12511, Pver_g12512, Pver_g12517, Pver_g13365, Pver_g14942, Pver_g17736, Pver_g17738, Pver_g17826, Pver_g17827, Pver_novel_model_525_5de57afd, Pver_g481, Pver_g4261, Pver_g5759, Pver_g7182, Pver_g8051, Pver_g8104, Pver_g8121, Pver_g10621, Pver_g10622, Pver_g11856, Pver_g12513, Pver_g12514, Pver_g17737, Pver_g25582, Pver_g5758"
"210","transporter activity","GO:0005215","GO:0022857",0.0158654471583138,0.994790101903785,8,308,"transmembrane transporter activity","MF",1,"Pver_g88, Pver_g89, Pver_g248, Pver_g255, Pver_g1096, Pver_g2871, Pver_g2872, Pver_g2873, Pver_g3187, Pver_g3387, Pver_g3412, Pver_g3991, Pver_g4061, Pver_g4070, Pver_g4157, Pver_g4165, Pver_g4166, Pver_g4169, Pver_g5841, Pver_g6100, Pver_g6101, Pver_g6365, Pver_g6371, Pver_g6817, Pver_g6818, Pver_g7697, Pver_g8197, Pver_g9099, Pver_g9147, Pver_g9349, Pver_g9450, Pver_g10022, Pver_g12762, Pver_g12763, Pver_g13193, Pver_g13567, Pver_g13846, Pver_g13908, Pver_g14367, Pver_g14804, Pver_g17499, Pver_g17629, Pver_g20229, Pver_g20319, Pver_g23557, Pver_g23612, Pver_g23721, Pver_g23808, Pver_g23814, Pver_g23815, Pver_g23846, Pver_g23914, Pver_g23915, Pver_g23916, Pver_g23993, Pver_g24104, Pver_g24127, Pver_g24151, Pver_g24271, Pver_g24475, Pver_g24628, Pver_g24642, Pver_g24647, Pver_g24809, Pver_g24886, Pver_g25141, Pver_g25292, Pver_g25296, Pver_g25297, Pver_g25434, Pver_g26072, Pver_g26080, Pver_novel_model_760_5de57afd, Pver_g249, Pver_g299, Pver_g318, Pver_g416, Pver_g632, Pver_g633, Pver_g660, Pver_g661, Pver_g911, Pver_g963, Pver_g1072, Pver_g1078, Pver_g1206, Pver_g1508, Pver_g1510, Pver_g1511, Pver_g1512, Pver_g1679, Pver_g1828, Pver_g1999, Pver_g2000, Pver_g2235, Pver_g2236, Pver_g2237, Pver_g2267, Pver_g2285, Pver_g2287, Pver_g2288, Pver_g2345, Pver_g2387, Pver_g2619, Pver_g2780, Pver_g2781, Pver_g2902, Pver_g3325, Pver_g3608, Pver_g3636, Pver_g3733, Pver_g3768, Pver_g3769, Pver_g3800, Pver_g3823, Pver_g3933, Pver_g3988, Pver_g3989, Pver_g3990, Pver_g4084, Pver_g4141, Pver_g4292, Pver_g4316, Pver_g4711, Pver_g4712, Pver_g4713, Pver_g4714, Pver_g5742, Pver_g5913, Pver_g5994, Pver_g6009, Pver_g6061, Pver_g6063, Pver_g6086, Pver_g6090, Pver_g6092, Pver_g6292, Pver_g6293, Pver_g6303, Pver_g6310, Pver_g6364, Pver_g6607, Pver_g6608, Pver_g6632, Pver_g6792, Pver_g6815, Pver_g6816, Pver_g6968, Pver_g7099, Pver_g7437, Pver_g7441, Pver_g7615, Pver_g7662, Pver_g7690, Pver_g7723, Pver_g7840, Pver_g7971, Pver_g8158, Pver_g8192, Pver_g8193, Pver_g8369, Pver_g8440, Pver_g8446, Pver_g8767, Pver_g8953, Pver_g9146, Pver_g9244, Pver_g9245, Pver_g9319, Pver_g9321, Pver_g9322, Pver_g9348, Pver_g9448, Pver_g9449, Pver_g9452, Pver_g9886, Pver_g9969, Pver_g10205, Pver_g10206, Pver_g10207, Pver_g10331, Pver_g10340, Pver_g10341, Pver_g10342, Pver_g10343, Pver_g10344, Pver_g10345, Pver_g10434, Pver_g10435, Pver_g10455, Pver_g10562, Pver_g10563, Pver_g10585, Pver_g10601, Pver_g10631, Pver_g10632, Pver_g11117, Pver_g11462, Pver_g11547, Pver_g12082, Pver_g12265, Pver_g12634, Pver_g12801, Pver_g12930, Pver_g13089, Pver_g13090, Pver_g13354, Pver_g13392, Pver_g13505, Pver_g13599, Pver_g14107, Pver_g14249, Pver_g14484, Pver_g14528, Pver_g14743, Pver_g14774, Pver_g14920, Pver_g15038, Pver_g15154, Pver_g15280, Pver_g15816, Pver_g15865, Pver_g16066, Pver_g16164, Pver_g16165, Pver_g16642, Pver_g16644, Pver_g17234, Pver_g17511, Pver_g17733, Pver_g18085, Pver_g18370, Pver_g18470, Pver_g18471, Pver_g18472, Pver_g18473, Pver_g18474, Pver_g18506, Pver_g18787, Pver_g19061, Pver_g19165, Pver_g19167, Pver_g19356, Pver_g19824, Pver_g19977, Pver_g19978, Pver_g20071, Pver_g20281, Pver_g20514, Pver_g21257, Pver_g22816, Pver_g22817, Pver_g22818, Pver_g22935, Pver_g22936, Pver_g22937, Pver_g22938, Pver_g23125, Pver_g23127, Pver_g23128, Pver_g23129, Pver_g23131, Pver_g23132, Pver_g23577, Pver_g23664, Pver_g23671, Pver_g23676, Pver_g23773, Pver_g23805, Pver_g23957, Pver_g23973, Pver_g24009, Pver_g24015, Pver_g24021, Pver_g24049, Pver_g24138, Pver_g24240, Pver_g24474, Pver_g24582, Pver_g24701, Pver_g24703, Pver_g24874, Pver_g24981, Pver_g25032, Pver_g25180, Pver_g25272, Pver_g25275, Pver_g25481, Pver_g25765, Pver_g25895, Pver_g25954, Pver_g26073, Pver_g26126, Pver_g26150, Pver_g26236, Pver_novel_model_71_5de57afd, Pver_novel_model_247_5de57afd, Pver_novel_model_453_5de57afd, Pver_novel_model_621_5de57afd, Pver_split_gene_g14591-g14591, Pver_g4709, Pver_g6089, Pver_g6097, Pver_g14248, Pver_g16584, Pver_g11387, Pver_g11501, Pver_g11502, Pver_g11504, Pver_g22322, Pver_g23249, Pver_g23250, Pver_g24714, Pver_g25380"
"211","transporter activity","GO:0005215","GO:0033300",0.00542636565884791,0.999837035145595,2,10,"dehydroascorbic acid transmembrane transporter activity","MF",1,"Pver_g2345, Pver_g3800, Pver_g10340, Pver_g10341, Pver_g10342, Pver_g10343, Pver_g10344, Pver_g10345, Pver_g22816, Pver_g22817"
"212","transporter activity","GO:0005215","GO:0051119",0.00189678192624449,0.99997115479395,2,6,"sugar transmembrane transporter activity","MF",1,"Pver_g10340, Pver_g10342, Pver_g10343, Pver_g10344, Pver_g10345, Pver_g10341"
"213","transporter activity","GO:0005215","GO:0055056",0.034527649442026,0.999597956748963,1,3,"D-glucose transmembrane transporter activity","MF",1,"Pver_g2345, Pver_g10340, Pver_g10343"
"214","transporter activity","GO:0005215","GO:1990050",0.0479708277267661,0.999065005521867,1,5,"phosphatidic acid transfer activity","MF",1,"Pver_g277, Pver_g327, Pver_g1594, Pver_g7015, Pver_g12246"
"215","vesicle-mediated transport","GO:0016192","GO:0006911",0.016571394960217,0.999032120081362,2,19,"phagocytosis, engulfment","BP",1,"Pver_g1039, Pver_g1126, Pver_g1935, Pver_g2451, Pver_g5730, Pver_g6941, Pver_g7083, Pver_g7703, Pver_g8251, Pver_g9168, Pver_g9283, Pver_g9663, Pver_g10592, Pver_g12111, Pver_g16615, Pver_g16616, Pver_g26084, Pver_g26085, Pver_g26554"
"216","vesicle-mediated transport","GO:0016192","GO:1903306",0.012138258484023,1,1,1,"negative regulation of regulated secretory pathway","BP",1,"Pver_g7570"
"217","vitamin metabolic process","GO:0006766","GO:0042816",0.00651051406793682,1,1,1,"vitamin B6 metabolic process","BP",1,"Pver_g15598"
"218",NA,NA,"GO:0001505",0.0168368512844144,0.999004093206105,2,20,"regulation of neurotransmitter levels","BP",1,"Pver_g481, Pver_g3934, Pver_g4261, Pver_g5759, Pver_g7191, Pver_g7551, Pver_g8933, Pver_g10621, Pver_g10624, Pver_g11706, Pver_g13366, Pver_g14169, Pver_g16895, Pver_g16896, Pver_g17826, Pver_g19977, Pver_g20838, Pver_g20855, Pver_g21168, Pver_g23242, Pver_novel_model_252_5de57afd"
"219",NA,NA,"GO:0001540",0.0110328645020751,0.998839275633072,3,46,"amyloid-beta binding","MF",1,"Pver_g1039, Pver_g1126, Pver_g1932, Pver_g2435, Pver_g3290, Pver_g3695, Pver_g3978, Pver_g4511, Pver_g4724, Pver_g5082, Pver_g5424, Pver_g7034, Pver_g7049, Pver_g7083, Pver_g7282, Pver_g7464, Pver_g8144, Pver_g8180, Pver_g8375, Pver_g8893, Pver_g8935, Pver_g9614, Pver_g9850, Pver_g10620, Pver_g10623, Pver_g10911, Pver_g11099, Pver_g11896, Pver_g11927, Pver_g12509, Pver_g12517, Pver_g13365, Pver_g14942, Pver_g15603, Pver_g15960, Pver_g16615, Pver_g16616, Pver_g17826, Pver_g18262, Pver_g19246, Pver_g19771, Pver_g20550, Pver_g22418, Pver_g24721, Pver_g26110, Pver_g26212, Pver_novel_model_3_5de57afd, Pver_novel_model_525_5de57afd"
"220",NA,NA,"GO:0005506",0.0395976357180765,0.988703597418207,5,183,"iron ion binding","MF",1,"Pver_g1682, Pver_g2302, Pver_g3640, Pver_g4838, Pver_g6214, Pver_g6767, Pver_g7240, Pver_g7241, Pver_g7242, Pver_g7889, Pver_g8845, Pver_g8946, Pver_g9012, Pver_g9083, Pver_g9423, Pver_g10948, Pver_g12312, Pver_g12318, Pver_g12417, Pver_g12451, Pver_g12746, Pver_g13321, Pver_g13324, Pver_g14709, Pver_g14798, Pver_g14861, Pver_g15079, Pver_g15523, Pver_g16205, Pver_g16216, Pver_g16674, Pver_g16748, Pver_g17438, Pver_g17439, Pver_g17806, Pver_g18443, Pver_g20380, Pver_g23099, Pver_g23854, Pver_g23990, Pver_g24111, Pver_g24310, Pver_g24465, Pver_g24513, Pver_g25026, Pver_g25027, Pver_g25147, Pver_g25523, Pver_g25775, Pver_g25844, Pver_g26064, Pver_g26544, Pver_novel_model_373_5de57afd, Pver_novel_model_495_5de57afd, Pver_g21, Pver_g23, Pver_g24, Pver_g25, Pver_g26, Pver_g27, Pver_g366, Pver_g367, Pver_g507, Pver_g508, Pver_g1099, Pver_g1268, Pver_g1586, Pver_g1877, Pver_g2072, Pver_g2509, Pver_g2683, Pver_g2878, Pver_g3638, Pver_g3639, Pver_g3641, Pver_g3872, Pver_g4163, Pver_g4231, Pver_g4237, Pver_g4630, Pver_g4631, Pver_g4632, Pver_g5027, Pver_g5068, Pver_g5486, Pver_g5502, Pver_g5528, Pver_g5576, Pver_g5661, Pver_g5679, Pver_g5770, Pver_g5771, Pver_g5772, Pver_g5774, Pver_g6596, Pver_g6769, Pver_g6890, Pver_g7078, Pver_g7232, Pver_g7369, Pver_g7370, Pver_g7371, Pver_g7372, Pver_g7374, Pver_g7376, Pver_g8109, Pver_g9203, Pver_g9488, Pver_g9489, Pver_g9614, Pver_g9733, Pver_g10021, Pver_g10024, Pver_g10125, Pver_g10126, Pver_g10127, Pver_g10671, Pver_g10672, Pver_g10691, Pver_g10692, Pver_g11004, Pver_g11005, Pver_g11178, Pver_g11179, Pver_g11361, Pver_g11531, Pver_g11670, Pver_g11900, Pver_g12036, Pver_g12037, Pver_g12319, Pver_g12515, Pver_g12834, Pver_g13154, Pver_g13375, Pver_g13462, Pver_g13618, Pver_g13619, Pver_g13746, Pver_g13895, Pver_g13896, Pver_g14135, Pver_g14434, Pver_g14456, Pver_g14457, Pver_g14732, Pver_g15430, Pver_g15639, Pver_g15804, Pver_g16049, Pver_g16050, Pver_g16147, Pver_g16567, Pver_g17952, Pver_g18144, Pver_g19430, Pver_g19937, Pver_g20107, Pver_g21348, Pver_g22975, Pver_g23391, Pver_g23616, Pver_g23829, Pver_g23906, Pver_g24226, Pver_g25390, Pver_g25760, Pver_g25924, Pver_g25983, Pver_g25985, Pver_g26491, Pver_g26492, Pver_g26534, Pver_novel_model_50_5de57afd, Pver_g4082, Pver_g14860, Pver_g18898, Pver_g24827, Pver_g9109, Pver_g11247, Pver_g11835, Pver_g20943, Pver_g22145, Pver_g22190, Pver_g24030, Pver_g25527"
"221",NA,NA,"GO:0005536",0.000474000080025332,0.999985209498819,3,15,"glucose binding","MF",1,"Pver_g542, Pver_g849, Pver_g2345, Pver_g7271, Pver_g10340, Pver_g10341, Pver_g10342, Pver_g10343, Pver_g10344, Pver_g10345, Pver_g12449, Pver_g14883, Pver_g23287, Pver_g541, Pver_g20305"
