"","seqid","source","type","start","end","score","strand","phase","gene_id","length"
"6658","Pver_Sc0000116_size574997",".","gene",170956,182478,".","+",".","Pver_g6672",11522
"6659","Pver_Sc0000116_size574997",".","gene",194563,209383,".","-",".","Pver_g6673",14820
"6660","Pver_Sc0000116_size574997",".","gene",212078,215488,".","-",".","Pver_g6674",3410
"6661","Pver_Sc0000116_size574997",".","gene",221645,225498,".","-",".","Pver_g6675",3853
"6662","Pver_Sc0000116_size574997",".","gene",227486,238420,".","+",".","Pver_g6676",10934
"6663","Pver_Sc0000116_size574997",".","gene",239556,260637,".","-",".","Pver_g6677",21081
"6664","Pver_Sc0000116_size574997",".","gene",261086,287867,".","+",".","Pver_g6678",26781
"6665","Pver_Sc0000116_size574997","AUGUSTUS","gene",287869,291028,".","-",".","Pver_g6679",3159
"6666","Pver_Sc0000116_size574997","AUGUSTUS","gene",408713,413358,".","-",".","Pver_g6680",4645
"6667","Pver_Sc0000116_size574997","AUGUSTUS","gene",419076,427024,".","+",".","Pver_g6681",7948
"6668","Pver_Sc0000116_size574997","AUGUSTUS","gene",434868,441012,".","+",".","Pver_g6682",6144
"6669","Pver_Sc0000116_size574997","AUGUSTUS","gene",443354,449410,".","-",".","Pver_g6683",6056
"6670","Pver_Sc0000116_size574997",".","gene",451268,460362,".","+",".","Pver_g6684",9094
"6671","Pver_Sc0000116_size574997",".","gene",470412,475770,".","-",".","Pver_g6685",5358
"6672","Pver_Sc0000116_size574997",".","gene",476208,479834,".","+",".","Pver_g6686",3626
"6673","Pver_Sc0000116_size574997",".","gene",481411,486140,".","-",".","Pver_g6687",4729
"6674","Pver_Sc0000116_size574997",".","gene",493478,501983,".","+",".","Pver_g6688",8505
"6675","Pver_Sc0000116_size574997","AUGUSTUS","gene",508308,509863,".","+",".","Pver_g6689",1555
"6676","Pver_Sc0000116_size574997",".","gene",558896,570210,".","-",".","Pver_g6690",11314
"6677","Pver_Sc0000117_size566704","AUGUSTUS","gene",13436,25716,".","+",".","Pver_g6691",12280
"6678","Pver_Sc0000117_size566704",".","gene",30644,41714,".","+",".","Pver_g6692",11070
"6679","Pver_Sc0000117_size566704","AUGUSTUS","gene",48556,72064,".","+",".","Pver_g6693",23508
"6680","Pver_Sc0000117_size566704","AUGUSTUS","gene",75386,84490,".","+",".","Pver_g6694",9104
"6681","Pver_Sc0000117_size566704","AUGUSTUS","gene",86266,91107,".","+",".","Pver_g6695",4841
"6682","Pver_Sc0000117_size566704",".","gene",93736,96940,".","+",".","Pver_g6696",3204
"6683","Pver_Sc0000117_size566704",".","gene",97362,99647,".","-",".","Pver_g6697",2285
"6684","Pver_Sc0000117_size566704",".","gene",101335,111598,".","-",".","Pver_g6698",10263
"6685","Pver_Sc0000117_size566704",".","gene",116296,123933,".","-",".","Pver_g6699",7637
"6686","Pver_Sc0000117_size566704",".","gene",136019,137946,".","-",".","Pver_g6700",1927
"6687","Pver_Sc0000117_size566704",".","gene",139401,154907,".","-",".","Pver_g6701",15506
"6688","Pver_Sc0000117_size566704",".","gene",156386,168273,".","-",".","Pver_g6702",11887
"6689","Pver_Sc0000117_size566704",".","gene",168983,177511,".","+",".","Pver_g6703",8528
"6690","Pver_Sc0000117_size566704",".","gene",179360,184958,".","-",".","Pver_g6704",5598
"6691","Pver_Sc0000117_size566704",".","gene",186677,202968,".","-",".","Pver_g6705",16291
"6692","Pver_Sc0000117_size566704",".","gene",203028,210040,".","+",".","Pver_g6706",7012
"6693","Pver_Sc0000117_size566704","AUGUSTUS","gene",217166,234648,".","-",".","Pver_g6707",17482
"6694","Pver_Sc0000117_size566704",".","gene",240792,243596,".","+",".","Pver_g6708",2804
"6695","Pver_Sc0000117_size566704",".","gene",243087,245738,".","-",".","Pver_g6709",2651
"6696","Pver_Sc0000117_size566704",".","gene",245907,270228,".","+",".","Pver_g6710",24321
"6697","Pver_Sc0000117_size566704",".","gene",272193,281678,".","-",".","Pver_g6711",9485
"6698","Pver_Sc0000117_size566704",".","gene",281836,288793,".","+",".","Pver_g6712",6957
"6699","Pver_Sc0000117_size566704",".","gene",294194,296656,".","+",".","Pver_g6713",2462
"6700","Pver_Sc0000117_size566704",".","gene",314670,317248,".","-",".","Pver_g6714",2578
"6701","Pver_Sc0000117_size566704",".","gene",327638,332038,".","-",".","Pver_g6715",4400
"6702","Pver_Sc0000117_size566704",".","gene",337604,342406,".","+",".","Pver_g6716",4802
"6703","Pver_Sc0000117_size566704",".","gene",342464,353540,".","-",".","Pver_g6717",11076
"6704","Pver_Sc0000117_size566704",".","gene",359016,364644,".","+",".","Pver_g6718",5628
"6705","Pver_Sc0000117_size566704","AUGUSTUS","gene",364696,404446,".","+",".","Pver_g6719",39750
"6706","Pver_Sc0000117_size566704",".","gene",404678,410114,".","-",".","Pver_g6720",5436
"6707","Pver_Sc0000117_size566704",".","gene",410061,419195,".","+",".","Pver_g6721",9134
"6708","Pver_Sc0000117_size566704","AUGUSTUS","gene",418335,421438,".","-",".","Pver_g6722",3103
"6709","Pver_Sc0000117_size566704","AUGUSTUS","gene",423336,424605,".","+",".","Pver_g6723",1269
"6710","Pver_Sc0000117_size566704",".","gene",426009,435237,".","+",".","Pver_g6724",9228
"6711","Pver_Sc0000117_size566704",".","gene",435252,438408,".","-",".","Pver_g6725",3156
"6712","Pver_Sc0000117_size566704",".","gene",438460,447284,".","+",".","Pver_g6726",8824
"6713","Pver_Sc0000117_size566704","AUGUSTUS","gene",451346,452639,".","+",".","Pver_g6727",1293
"6714","Pver_Sc0000117_size566704",".","gene",461090,474683,".","-",".","Pver_g6728",13593
"6715","Pver_Sc0000117_size566704",".","gene",476725,486651,".","-",".","Pver_g6729",9926
"6716","Pver_Sc0000117_size566704",".","gene",487039,505499,".","+",".","Pver_g6730",18460
"6717","Pver_Sc0000117_size566704",".","gene",505364,512791,".","-",".","Pver_g6731",7427
"6718","Pver_Sc0000117_size566704",".","gene",513756,522839,".","-",".","Pver_g6732",9083
"6719","Pver_Sc0000117_size566704","AUGUSTUS","gene",522489,524774,".","+",".","Pver_g6733",2285
"6720","Pver_Sc0000117_size566704","AUGUSTUS","gene",524978,532111,".","-",".","Pver_g6734",7133
"6721","Pver_Sc0000117_size566704","AUGUSTUS","gene",533587,542061,".","-",".","Pver_g6735",8474
"6722","Pver_Sc0000117_size566704","AUGUSTUS","gene",549589,555092,".","+",".","Pver_g6736",5503
"6723","Pver_Sc0000118_size545906","AUGUSTUS","gene",2,7722,".","+",".","Pver_g6737",7720
"6724","Pver_Sc0000118_size545906",".","gene",29916,44141,".","+",".","Pver_g6738",14225
"6725","Pver_Sc0000118_size545906",".","gene",45493,71152,".","+",".","Pver_g6739",25659
"6726","Pver_Sc0000118_size545906",".","gene",72936,78393,".","+",".","Pver_g6740",5457
"6727","Pver_Sc0000118_size545906",".","gene",86762,100808,".","+",".","Pver_g6741",14046
"6728","Pver_Sc0000118_size545906","AUGUSTUS","gene",100761,110018,".","-",".","Pver_g6742",9257
"6729","Pver_Sc0000118_size545906","AUGUSTUS","gene",111815,120858,".","-",".","Pver_g6743",9043
"6730","Pver_Sc0000118_size545906","AUGUSTUS","gene",125155,128928,".","-",".","Pver_g6744",3773
"6731","Pver_Sc0000118_size545906",".","gene",129023,141932,".","+",".","Pver_g6745",12909
"6732","Pver_Sc0000118_size545906",".","gene",143436,154282,".","+",".","Pver_g6746",10846
"6733","Pver_Sc0000118_size545906",".","gene",155934,166068,".","+",".","Pver_g6747",10134
"6734","Pver_Sc0000118_size545906","AUGUSTUS","gene",167095,178208,".","-",".","Pver_g6748",11113
"6735","Pver_Sc0000118_size545906",".","gene",182129,195678,".","-",".","Pver_g6749",13549
"6736","Pver_Sc0000118_size545906",".","gene",195776,198706,".","+",".","Pver_g6750",2930
"6737","Pver_Sc0000118_size545906",".","gene",199047,200758,".","-",".","Pver_g6751",1711
"6738","Pver_Sc0000118_size545906",".","gene",201506,215083,".","+",".","Pver_g6752",13577
"6739","Pver_Sc0000118_size545906","AUGUSTUS","gene",222996,235885,".","+",".","Pver_g6753",12889
"6740","Pver_Sc0000118_size545906","AUGUSTUS","gene",240715,244438,".","-",".","Pver_g6754",3723
"6741","Pver_Sc0000118_size545906","AUGUSTUS","gene",248850,257288,".","-",".","Pver_g6755",8438
"6742","Pver_Sc0000118_size545906",".","gene",261360,291658,".","-",".","Pver_g6756",30298
"6743","Pver_Sc0000118_size545906",".","gene",293013,303731,".","+",".","Pver_g6757",10718
"6744","Pver_Sc0000118_size545906","AUGUSTUS","gene",312985,321428,".","-",".","Pver_g6758",8443
"6745","Pver_Sc0000118_size545906",".","gene",325437,339958,".","-",".","Pver_g6759",14521
"6746","Pver_Sc0000118_size545906",".","gene",340386,348681,".","+",".","Pver_g6760",8295
"6747","Pver_Sc0000118_size545906","AUGUSTUS","gene",358516,366548,".","-",".","Pver_g6761",8032
"6748","Pver_Sc0000118_size545906","AUGUSTUS","gene",366646,370482,".","+",".","Pver_g6762",3836
"6749","Pver_Sc0000118_size545906",".","gene",373150,382748,".","-",".","Pver_g6763",9598
"6750","Pver_Sc0000118_size545906",".","gene",384282,406861,".","-",".","Pver_g6764",22579
"6751","Pver_Sc0000118_size545906",".","gene",407365,417138,".","-",".","Pver_g6765",9773
"6752","Pver_Sc0000118_size545906",".","gene",420476,425317,".","+",".","Pver_g6766",4841
"6753","Pver_Sc0000118_size545906",".","gene",426430,429601,".","-",".","Pver_g6767",3171
"6754","Pver_Sc0000118_size545906","AUGUSTUS","gene",431583,433448,".","-",".","Pver_g6768",1865
"6755","Pver_Sc0000118_size545906","AUGUSTUS","gene",434026,461338,".","+",".","Pver_g6769",27312
"6756","Pver_Sc0000118_size545906","AUGUSTUS","gene",483029,491688,".","+",".","Pver_g6770",8659
"6757","Pver_Sc0000118_size545906",".","gene",492263,494791,".","-",".","Pver_g6771",2528
"6758","Pver_Sc0000118_size545906","AUGUSTUS","gene",502019,504912,".","+",".","Pver_g6772",2893
"6759","Pver_Sc0000119_size571609","AUGUSTUS","gene",1144,2452,".","+",".","Pver_g6773",1308
"6760","Pver_Sc0000119_size571609","AUGUSTUS","gene",2811,4578,".","-",".","Pver_g6774",1767
"6761","Pver_Sc0000119_size571609","AUGUSTUS","gene",5426,7970,".","+",".","Pver_g6775",2544
"6762","Pver_Sc0000119_size571609","AUGUSTUS","gene",13521,27158,".","-",".","Pver_g6776",13637
"6763","Pver_Sc0000119_size571609",".","gene",30109,33336,".","-",".","Pver_g6777",3227
"6764","Pver_Sc0000119_size571609",".","gene",43036,45594,".","+",".","Pver_g6778",2558
"6765","Pver_Sc0000119_size571609",".","gene",73661,75028,".","-",".","Pver_g6779",1367
"6766","Pver_Sc0000119_size571609","AUGUSTUS","gene",86006,89892,".","+",".","Pver_g6780",3886
"6767","Pver_Sc0000119_size571609",".","gene",89270,92102,".","-",".","Pver_g6781",2832
"6768","Pver_Sc0000119_size571609",".","gene",96569,98810,".","-",".","Pver_g6782",2241
"6769","Pver_Sc0000119_size571609","AUGUSTUS","gene",103313,106208,".","-",".","Pver_g6783",2895
"6770","Pver_Sc0000119_size571609",".","gene",138033,144108,".","-",".","Pver_g6784",6075
"6771","Pver_Sc0000119_size571609",".","gene",147780,159775,".","-",".","Pver_g6785",11995
"6772","Pver_Sc0000119_size571609","AUGUSTUS","gene",162785,169478,".","-",".","Pver_g6786",6693
"6773","Pver_Sc0000119_size571609",".","gene",169686,182513,".","+",".","Pver_g6787",12827
"6774","Pver_Sc0000119_size571609",".","gene",183138,190960,".","+",".","Pver_g6788",7822
"6775","Pver_Sc0000119_size571609",".","gene",198986,224413,".","+",".","Pver_g6789",25427
"6776","Pver_Sc0000119_size571609","AUGUSTUS","gene",267376,269947,".","+",".","Pver_g6790",2571
"6777","Pver_Sc0000119_size571609","AUGUSTUS","gene",281696,285671,".","+",".","Pver_g6791",3975
"6778","Pver_Sc0000119_size571609","AUGUSTUS","gene",292866,296490,".","+",".","Pver_g6792",3624
"6779","Pver_Sc0000119_size571609",".","gene",297846,299928,".","+",".","Pver_g6793",2082
"6780","Pver_Sc0000119_size571609","AUGUSTUS","gene",299819,304218,".","-",".","Pver_g6794",4399
"6781","Pver_Sc0000119_size571609","AUGUSTUS","gene",307436,314322,".","+",".","Pver_g6795",6886
"6782","Pver_Sc0000119_size571609",".","gene",314340,323048,".","-",".","Pver_g6796",8708
"6783","Pver_Sc0000119_size571609","AUGUSTUS","gene",324615,327528,".","-",".","Pver_g6797",2913
"6784","Pver_Sc0000119_size571609","AUGUSTUS","gene",338706,347645,".","+",".","Pver_g6798",8939
"6785","Pver_Sc0000119_size571609","AUGUSTUS","gene",354456,389996,".","+",".","Pver_g6799",35540
"6786","Pver_Sc0000119_size571609",".","gene",399325,405258,".","-",".","Pver_g6800",5933
"6787","Pver_Sc0000119_size571609","AUGUSTUS","gene",406176,419742,".","+",".","Pver_g6801",13566
"6788","Pver_Sc0000119_size571609","AUGUSTUS","gene",448297,460113,".","+",".","Pver_g6802",11816
"6789","Pver_Sc0000119_size571609","AUGUSTUS","gene",462604,490819,".","-",".","Pver_g6803",28215
"6790","Pver_Sc0000119_size571609","AUGUSTUS","gene",493917,505175,".","+",".","Pver_g6804",11258
"6791","Pver_Sc0000119_size571609","AUGUSTUS","gene",505673,518369,".","-",".","Pver_g6805",12696
"6792","Pver_Sc0000119_size571609","AUGUSTUS","gene",514987,515852,".","+",".","Pver_g6806",865
"6793","Pver_Sc0000119_size571609","AUGUSTUS","gene",529087,531373,".","+",".","Pver_g6807",2286
"6794","Pver_Sc0000119_size571609","AUGUSTUS","gene",541737,555146,".","+",".","Pver_g6808",13409
"6795","Pver_Sc0000119_size571609","AUGUSTUS","gene",557526,565099,".","-",".","Pver_g6809",7573
"6796","Pver_Sc0000120_size543371","AUGUSTUS","gene",2946,4574,".","+",".","Pver_g6810",1628
"6797","Pver_Sc0000120_size543371","AUGUSTUS","gene",8716,14820,".","+",".","Pver_g6811",6104
"6798","Pver_Sc0000120_size543371","AUGUSTUS","gene",18606,30144,".","+",".","Pver_g6812",11538
"6799","Pver_Sc0000120_size543371",".","gene",31011,39158,".","-",".","Pver_g6813",8147
"6800","Pver_Sc0000120_size543371","AUGUSTUS","gene",43766,51874,".","+",".","Pver_g6814",8108
"6801","Pver_Sc0000120_size543371","AUGUSTUS","gene",56428,76148,".","-",".","Pver_g6815",19720
"6802","Pver_Sc0000120_size543371",".","gene",77641,85124,".","-",".","Pver_g6816",7483
"6803","Pver_Sc0000120_size543371","AUGUSTUS","gene",90006,99977,".","+",".","Pver_g6817",9971
"6804","Pver_Sc0000120_size543371",".","gene",109161,119628,".","-",".","Pver_g6818",10467
"6805","Pver_Sc0000120_size543371",".","gene",127179,144021,".","-",".","Pver_g6819",16842
"6806","Pver_Sc0000120_size543371",".","gene",146464,150128,".","+",".","Pver_g6820",3664
"6807","Pver_Sc0000120_size543371",".","gene",151276,163755,".","+",".","Pver_g6821",12479
"6808","Pver_Sc0000120_size543371",".","gene",164418,172166,".","-",".","Pver_g6822",7748
"6809","Pver_Sc0000120_size543371",".","gene",172896,181248,".","-",".","Pver_g6823",8352
"6810","Pver_Sc0000120_size543371",".","gene",184008,191048,".","-",".","Pver_g6824",7040
"6811","Pver_Sc0000120_size543371","AUGUSTUS","gene",210347,212688,".","-",".","Pver_g6825",2341
"6812","Pver_Sc0000120_size543371",".","gene",232056,234404,".","+",".","Pver_g6826",2348
"6813","Pver_Sc0000120_size543371","AUGUSTUS","gene",237000,251518,".","-",".","Pver_g6827",14518
"6814","Pver_Sc0000120_size543371",".","gene",258576,262505,".","+",".","Pver_g6828",3929
"6815","Pver_Sc0000120_size543371","AUGUSTUS","gene",262877,277688,".","-",".","Pver_g6829",14811
"6816","Pver_Sc0000120_size543371",".","gene",282779,284959,".","-",".","Pver_g6830",2180
"6817","Pver_Sc0000120_size543371","AUGUSTUS","gene",285906,289275,".","+",".","Pver_g6831",3369
"6818","Pver_Sc0000120_size543371","AUGUSTUS","gene",296423,303828,".","-",".","Pver_g6832",7405
"6819","Pver_Sc0000120_size543371",".","gene",304635,342158,".","-",".","Pver_g6833",37523
"6820","Pver_Sc0000120_size543371",".","gene",343207,359018,".","-",".","Pver_g6834",15811
"6821","Pver_Sc0000120_size543371","AUGUSTUS","gene",363017,365508,".","-",".","Pver_g6835",2491
"6822","Pver_Sc0000120_size543371","AUGUSTUS","gene",369566,379973,".","+",".","Pver_g6836",10407
"6823","Pver_Sc0000120_size543371","AUGUSTUS","gene",381056,383029,".","+",".","Pver_g6837",1973
"6824","Pver_Sc0000120_size543371","AUGUSTUS","gene",386819,388148,".","-",".","Pver_g6838",1329
"6825","Pver_Sc0000120_size543371",".","gene",392026,395438,".","+",".","Pver_g6839",3412
"6826","Pver_Sc0000120_size543371",".","gene",405410,414806,".","-",".","Pver_g6840",9396
"6827","Pver_Sc0000120_size543371",".","gene",414985,435549,".","-",".","Pver_g6841",20564
"6828","Pver_Sc0000120_size543371",".","gene",435663,437384,".","+",".","Pver_g6842",1721
"6829","Pver_Sc0000120_size543371","AUGUSTUS","gene",437458,441518,".","-",".","Pver_g6843",4060
"6830","Pver_Sc0000120_size543371",".","gene",442020,446208,".","-",".","Pver_g6844",4188
"6831","Pver_Sc0000120_size543371",".","gene",446863,449908,".","-",".","Pver_g6845",3045
"6832","Pver_Sc0000120_size543371",".","gene",454719,462838,".","-",".","Pver_g6846",8119
"6833","Pver_Sc0000120_size543371",".","gene",468460,487422,".","+",".","Pver_g6847",18962
"6834","Pver_Sc0000120_size543371",".","gene",488247,500887,".","+",".","Pver_g6848",12640
"6835","Pver_Sc0000120_size543371",".","gene",500630,502809,".","-",".","Pver_g6849",2179
"6836","Pver_Sc0000120_size543371","AUGUSTUS","gene",505777,526450,".","+",".","Pver_g6850",20673
"6837","Pver_Sc0000121_size572596","AUGUSTUS","gene",5767,9528,".","-",".","Pver_g6851",3761
"6838","Pver_Sc0000121_size572596",".","gene",12717,53498,".","-",".","Pver_g6852",40781
"6839","Pver_Sc0000121_size572596","AUGUSTUS","gene",55366,57768,".","+",".","Pver_g6853",2402
"6840","Pver_Sc0000121_size572596","AUGUSTUS","gene",72774,76988,".","-",".","Pver_g6854",4214
"6841","Pver_Sc0000121_size572596","AUGUSTUS","gene",87366,90247,".","+",".","Pver_g6855",2881
"6842","Pver_Sc0000121_size572596","AUGUSTUS","gene",106206,112586,".","+",".","Pver_g6856",6380
"6843","Pver_Sc0000121_size572596","AUGUSTUS","gene",114596,124694,".","+",".","Pver_g6857",10098
"6844","Pver_Sc0000121_size572596","AUGUSTUS","gene",136006,142193,".","+",".","Pver_g6858",6187
"6845","Pver_Sc0000121_size572596",".","gene",150266,165372,".","+",".","Pver_g6859",15106
"6846","Pver_Sc0000121_size572596",".","gene",172365,184038,".","-",".","Pver_g6860",11673
"6847","Pver_Sc0000121_size572596",".","gene",197826,205401,".","+",".","Pver_g6861",7575
"6848","Pver_Sc0000121_size572596",".","gene",208596,235251,".","+",".","Pver_g6862",26655
"6849","Pver_Sc0000121_size572596",".","gene",240146,263504,".","+",".","Pver_g6863",23358
"6850","Pver_Sc0000121_size572596",".","gene",275506,282092,".","+",".","Pver_g6864",6586
"6851","Pver_Sc0000121_size572596","AUGUSTUS","gene",286014,307208,".","-",".","Pver_g6865",21194
"6852","Pver_Sc0000121_size572596",".","gene",308452,325268,".","-",".","Pver_g6866",16816
"6853","Pver_Sc0000121_size572596",".","gene",368216,375658,".","+",".","Pver_g6867",7442
"6854","Pver_Sc0000121_size572596",".","gene",375824,381678,".","-",".","Pver_g6868",5854
"6855","Pver_Sc0000121_size572596",".","gene",382702,385626,".","+",".","Pver_g6869",2924
"6856","Pver_Sc0000121_size572596","AUGUSTUS","gene",389606,393539,".","+",".","Pver_g6870",3933
"6857","Pver_Sc0000121_size572596",".","gene",402923,405912,".","-",".","Pver_g6871",2989
"6858","Pver_Sc0000121_size572596",".","gene",410286,435767,".","+",".","Pver_g6872",25481
"6859","Pver_Sc0000121_size572596",".","gene",438607,472312,".","+",".","Pver_g6873",33705
"6860","Pver_Sc0000121_size572596","AUGUSTUS","gene",472787,478381,".","+",".","Pver_g6874",5594
"6861","Pver_Sc0000121_size572596",".","gene",478785,482829,".","-",".","Pver_g6875",4044
"6862","Pver_Sc0000121_size572596","AUGUSTUS","gene",483692,491359,".","-",".","Pver_g6876",7667
"6863","Pver_Sc0000121_size572596",".","gene",491354,498098,".","+",".","Pver_g6877",6744
"6864","Pver_Sc0000121_size572596","AUGUSTUS","gene",499275,505089,".","-",".","Pver_g6878",5814
